sentence,label
"Marco Müller ist der Oberbürgermeister von Riesa, während Ralf Hänsel das Amt des Landrates im Landkreis Meißen innehat.",0
"In dem Sozial-Plan steht zum Beispiel drin: Dass die Mitarbeiter eine Prämie bekommen, wenn sie bis zum Ende in der Druckerei weiter arbeiten.",1
"Michael Kretschmar hat zum Beispiel gesagt: Dass sich in dieser Woche weniger Menschen mit dem Corona-Virus angesteckt haben, als in der letzten Woche.",1
Das bedeutet: 70 tausend Flüchtlinge wollen in Deutschland leben.,1
Sie können das Epistaxis nicht stilllegen?,0
Deshalb treten Entzündungen oder Verklebungen auf.,0
"Also haben Sie ein Domizil, das Ihrer Hauptwohnung gegenübersteht.",0
"Er ist das jüngste Mitglied in der Kunstgruppe, seitdem er sich dem Kreis neuer Künstler angeschlossen hat.",0
"Wenn Sie den Antrag bei uns eingereicht haben, erhalten Sie das Geld im folgenden Kalenderjahr.",0
"Jetzt müssen Sie eine Belehrung absolvieren, bevor Sie einen Nachweis erhalten können.",0
Wir müssen Insolvenz anmelden .,1
Hier erfahren Sie mehr über Texte in Leichter Sprache.,0
"Der medizinische Dienst überprüft, ob Sie Pflegetherapie benötigen.",0
"Die Armut im Sinne von Bedarfsgemeinden oder Sozialleistungenvergabestrukturen bezeichnet in Deutschland ein Einkommen, das unterhalb eines bestimmten Schwellenwerts liegt.",0
Die Entzündung der Stelle setzt sich fort und bewirkt Beschwerden.,0
"Nun hat die Bundesbildungsministerin Eva Feußner, Mitglied der CDU, eine erste Bilanz vorgelegt.",0
Im SGB IX geht es um die Leistungen für Menschen mit Behinderungen.,1
Die Kälte im Gefrierfach zerstört nämlich die Wirkstoffe.,1
Das bedeutet: Die Gefühle sind auf den Bildern sehr stark zu sehen.,1
Später vermarschieren die Anhänger der Pegida gemeinschaftlich durch die Stadt.,0
Deshalb haben wir bereits mehrere Kampagnen in Thüringen und Sachsen-Anhalt durchgeführt.,0
Bei der Autoimmunreaktion wird die Hülle um die Nervenbahnen beschädigt.,1
Ich nehme Drogen und fahre Renn·Auto.,1
Im Freistaat Thüringen ist Olivia Vieweg eine renommierte Cartoonistin.,0
"Neuer Abschnitt Ein Nachrichten-Audio in Leichter Sprache MDR Fernsehen Freitag, den 5. November.",0
Das ist ein Wohngemeinschaftsheim.,0
In erheblichem Maße ist ein „schädlicher Gebrauch“ bzw.,1
Die betroffenen Personen haben starke Schmerzen und hohes Fieber.,1
Aber sie haben keine neuen Intensiv-Betten gekauft.,1
Der Mann hat die Bestimmungen des Waffengesetzes ignoriert.,0
"Damit jeder Mensch: • die Gesundheits-Versorgung • und die Hilfen bekommt, die er braucht.",1
Er nahm an einer Kabinettssitzung teil und besuchte das Chip-Werk von Globalfoundries sowie die Handwerkskammer.,1
Es nahmen auch Beamte des Ordnungsdienstes an der Brandstelle teil.,0
Das bedeutet: Freizügigkeit von Arbeitnehmern.,0
Mehr Informationen über die Dreimonatsspritze finden Sie hier .,1
Und was charakteristisch auszeichnet sie.,0
Das Amt bestätigt die Betreuungsverfügung.,0
Die AbkÃ¼rzung dafÃ¼r ist: BMG.,1
Asthma ist nicht heilbar.,0
"Sie müssen nachweisen, dass es ein Notfall ist.",1
"Die gutartige Prostata-Vergrößerung ist ein benigner Tumor der Prostata, der keine medizinische Bedeutung hat.",0
Das Bild präsentiert eine Darstellung der inneren Anatomie: Die Niere wird in diesem Beispiel sichtbar.,0
"Infolgedessen dürfen Sie das Verhütungsstäbchen in den folgenden Fällen nicht anwenden, wenn Sie Thrombosen haben.",0
"Thomas Prantl hat gesagt: Es ist sehr schwer, die Papiere anzusehen.",1
"Die Stiftung geht unter dem Namen ""Thüringer Schlösser und Gärten"" auf.",0
Vielleicht wird der Arzt auch weitere Organen unterzogen.,0
Und in den Gesundheits- und Pflegeheimen sind viele Coronavirus-Krankenschwärte angesiedelt.,0
Mieter des Wohnungsunternehmen Vonovia in Dresden haben bei dem Bundesgerichtshof einen Rechtsstreit um die Abrechnung von Betriebskosten erfolgreich durchgeführt.,0
Dass Sie die Dokumente bei uns abholen können.,0
Petra Köpping hat als Sozialministerin von Sachsen einen Plan für die Immunisierung entwickelt.,0
Das bedeutet: Dann sind alle zufrieden.,1
Es wird ein unterhaltsamer irischer Spielfilm präsentiert.,0
Mit den Steuererträgen werden die Förderleistungen und Sozialleistungen finanziert.,0
"Das sind die strikteren Corona-Regeln: • Im medizinischen Kontext, also in Krankenhäusern und Pflegeheimen, sind die Mitarbeiter verpflichtet, regelmäßig einen Coronavirus-Schnelltest durchzuführen.",0
Achtung : Eine Blinddarm-Entzündung kann sehr gefährlich sein.,1
Auch Internetseiten müssen heute nach den Zugänglichkeitserfordernungen barrierefrei gestaltet sein.,0
Hunderte Kinder haben hier über 1.000 Rollen gespielt.,1
Was sind die Ursachen einer gutartigen Prostata-Vergrößerung?,1
Der Arzt kann dann Medikamente gegen die Blasenentzündung verschreiben: zum Beispiel Antibiotika.,1
Zum Essen: Sie sollen die Tablette zum Essen nehmen?,1
"Viele Menschen behaupten, dass viele Kinder von der Figur des Sandmanns aufgewachsen sind.",0
Sie sind möglichst barriere-frei und sind kostenlos.,1
Die toten Erreger sind nicht gefährlich.,1
Nach einigen Wochen sollen die Chefs nochmal alle Mitarbeiter nach der Impfung fragen.,1
Die Dehnung kann zum Beispiel die Netzhaut schädigen.,1
([[SYSTEM]] processed),0
Hier können Sie diese Nachricht auch in schwerer Sprache lesen: Am Freitag bleibt es zunächst weiterhin heiß in Sachsen.,1
Man darf die Müll·Tonne nicht mitten auf die Straße stellen.,1
"• Die Mitarbeiter kümmern sich zum Beispiel: um die Unterstützung für Menschen mit Behinderung • oder um die Hilfe für Menschen, die Pflege brauchen.",1
Die Schmerzen überkommern uns in intermittierenden Attacken.,0
Zum Beispiel • Sie haben Kinder sexuell missbraucht .,1
"Zu diesen Nahrungsmitteln gehören beispielsweise Milchprodukte wie Joghurt- und Käsewaren, Ballaststoffe in Form von Früchten oder Vollkorn-Produkten, sowie grüne Gemüsesorten wie Brokkoli, Rosenkohl oder Spinat. Nahrungsmittel können die Wirkung bestimmter Arzneimittel auch verstärken.",0
"Dort soll ein umfassenderes Siedlungsprogramm initiiert werden, das eine Erweiterung der Wohnräume in unmittelbarer Nähe zu den Justizvollzugsanstalten vorsieht.",0
Die neuesten Nachrichten von dieser Woche Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR SACHSEN - Das Sachsenradio | Nachrichten | 15.,1
"Anna sendet oder schickt heute nicht mit, weil sie krank ist.",0
Denn diese Produkte sind unverträglich für die Umwelt.,0
Sie können die Informationen auf ein Schreibblatt niederschreiben.,0
"Forscher erforschen derzeit, ob auch andere Arzneimittel gegen die COVID-19-Herpeskrankheit wirksam sein könnten?",0
Ihnen missfällt.,0
Das sind Institutionen spezieller Art für Individuen mit geringem Einkommen.,0
Sie haben sich auf einem Containereigenzug am Bahnhof eingeschätzt.,0
Hier können Sie diese Nachricht auch in schwerer Sprache lesen: Auf der Bundesautobahn 17 in Sachsen haben Beamte von Bundespolizei und BKA ein weiters Hamas-Mitglied festgenommen.,1
Ohne die Unterstützung des Sozialstaats wären die Schwierigkeiten erheblich größer.,0
Sie sind tagsüber in einer Tages-Pflege-Einrichtung?,1
Das Fachwort dafür ist: Fäzes.,1
Dann rufen Sie uns an: Annette Flegel Telefon: 0 15 78 - 4 55 88 25 E-Mail: annette.flegel@lhmtk.de Adresse: Wir freuen uns auf Sie!,1
Wenn Sie einen Pflege-Bedarf haben.,1
POST AN UNS POST AN UNS Info Neue CO2-Uhr auf taz.de Die neue Zeitrechnung Ab 31.,1
Dann müssen Sie das Formular ausfüllen.,0
Am Donnerstagnachmittag ließ sich der Sturm allmählich abschwächen.,0
Die Lebenshilfe Main-Taunus braucht Spenden und freiwillige Mitarbeit.,1
"Die Polizei hat bislang keine Erklärung abgegeben, ob der Mann eine Strafe wegen der Drohung erhalten wird.",0
Das verfolgen sie zum Beispiel im Internet.,0
So kann ein Medikament die Wirkung eines anderen Medikaments: verstärken abschwächen ganz aufheben Ein Medikament kann auch die Nebenwirkung eines anderen Medikaments verstärken.,1
"Die Corona-Regeln für Silvester und Neujahr verlangen, dass Menschen sich zu diesen Feiertagen nicht in größeren Zahlenversammlungen einfinden.",0
Außerdem sind Verletzte in geringerem Maße ausgewirkt.,0
Das bedeutet: Die Menschen dürfen dann nicht mehr so viele Dinge machen.,1
Dann stoppen Sie die Blutung mit einem Druckverband.,1
Das heißt: Aus 1 Eltern-Geld-Monat werden 2 Eltern-Geld-Plus-Monate.,1
Sprechen die Politiker über Klima-Schutz?,1
Fragen Sie Ihren Arzt.,1
"Das ist etwa so lang wie zwölf Fingerbreiten. Es entspricht in etwa der Länge von zwölf Fingern, wenn man sie auf eine geradlinige Strecke gelegt hat.",0
Sie wurde im Landesfunkhaus des Mitteldeutschen Rundfunks (MDR) in Magdeburg produziert.,0
Viele Menschen in der ehemaligen DDR wollten etwas verändern .,1
Tragen Sie einen Mund-Nasen-Schutz.,1
Das Leben in der Justizvollzugsanstalt ist den positiven Aspekten des Lebens in der Gesellschaft so weit wie möglich anzugleichen.,1
Und was könnte ich zur Umgang mit der Phobie unternehmen?,0
Das Ergebnisabhängigkeit von giftigen Stoffen und von der Menge giftiger Stoffe.,0
Mit dem Blut erhält das Gewebe auch Sauerstoff und Nährstoffe.,0
Zum Beispiel: im Ausschuss für Umwelt und Grün und in der Bezirks-Vertretung Nippes.,1
Die Gallenblase depotet die Galen.,0
Das war auch im Bundes-Land Sachsen so.,1
"In der Abstinenzphase erlangt der Patient die Erkenntnis, wie ein gesunder Lebensstil ohne Alkoholkonsum aussehen kann.",0
"Sind Sie interessiert daran, weitere Informationen über Impfungen und COVID-19 zu erlangen?",0
Jetzt hat sich die Situation erleichtert.,0
Das bedeutet: Er hat versprochen: • Dass er Deutschland beschützen will.,1
Im Verhütungsring sind künstliche Geschlechtshormone.,1
Auch wenn sie wenig Geld haben.,1
"Auf der Internetseite ""Ausbildung weltweit"" finden Sie umfassende Informationen. Dort erfahren Sie auch, dass das Programm Erasmus+ Ihnen die Möglichkeit bietet, ins Ausland auszubrechen.",0
Jetzt haben Fach-Leute raus-gefunden: Dass die Vögel keine von den Krankheiten hatten.,1
Der Darm ist wie ein langer Schlauch.,1
Das Buch ist mit besonderen Farben gemalt Das Besondere an dem Buch ist: Thomas Leibe hat die Bilder mit besonderen Farben gemalt.,1
Anzeichen einer Lungenentzündung sind zum Beispiel: Schwäche starkes Krankheitsgefühl Husten Kopfschmerzen Gliederschmerzen Schüttelfrost hohes Fieber Atemnot Sie glauben: Ich habe vielleicht eine Lungenentzündung?,1
Dirk Skoruppa ist ein Vorstands-Mitglied bei der BSG Chemie Leipzig.,1
In Sachen Gendersprache will das Kultusministerium an Sachsens Schulen klare Verhältnisse schaffen.,1
Wie in der Erklärung oben in diesem Text steht: Es gibt nicht nur Männer und Frauen.,1
Die Richter vom Bundes-Verfassungs-Gericht haben gesagt: Menschen mit Behinderung müssen geschützt werden.,1
"Die Bundesregierung hat entschieden, dass unverzüglich ein Gesetz in Kraft gesetzt wird.",0
"Der MDR berichtet auch auf seine Art und Weise über diese Angelegenheit in gehobener Form: ""MDR Sachsen-Anhalt - Das Radio, wie wir es sehen"" 29.",0
Und die Angst hält lange an.,1
"Die Ausweis-Taschen kosten 2,25 Euro.",0
Der Neubau der Ernst-Abbe-Bibliothek in Jena wird eine Ausgabenhoheit von mehr als 37 Millionen Euro aufweisen.,0
Sagen Sie Ihren Namen und Ihre Telefon-Nummer.,1
Küssen Sie andere Menschen nicht.,1
"Zum Beispiel diese Drogen: • Heroin, • Crystal, • Marihuana • und Ecstasy.",1
Legen Sie den Verhütungsring an einen sauberen Ort.,1
Welche Behandlung muss jetzt getroffen werden.,0
"Beispielweise, wenn das eigene Vermögen sowie das der Familie nicht ausreichend ist, um ein lebenswürdiges Dasein zu führen.",0
15 Euro kosten 2 gleiche Sterbe-Urkunden.,1
Für die Bevölkerung Sachsens gilt der gesetzliche Mindestlohn als besonderlich vorteilhaft. In Deutschland existiert eine Vielzahl von Gewerkschaften.,0
Sie unterstützen Sie auf Ihrem Weg.,0
Früher war es so: Sie haben uns eine Einzugs-Ermächtigung gegeben.,1
Wir reagieren bereits jetzt und bitten Sie einen von uns unterstützen Browser zu verwenden: Firefox Microsoft Edge Google Chrome Home Einfache Sprache Schmerzmittel - welches hilft wann?,1
Oft findet der Arzt den Tumor zufällig bei einer anderen Untersuchung.,1
Dort wurde der Film gemacht.,1
"November 2021, 16:38 Uhr In Deutschland gab es vor einigen Jahren die rechts-extreme Terror-Gruppe : NSU .",1
Die Lebens-Partnerschafts-Urkunden müssen aktuell sein.,1
Der Notruf für giftige Stoffe erfordert eine angemessene Informationslieferung von Ihnen.,0
Orang-Utans sind großartige Primaten.,0
Eine betroffene Person erleidet daraufhin heftige Schmerzen.,0
Es gibt einen Aufzug.,1
"Sie können die Medikamentenschachtel, einen Behälter oder eine Pflanzenscheibe entnehmen. Haben sie tatsächlich den Notruf abgesetzt?",0
Wir betreten zum Beispiel eine Kindertageseinrichtung.,0
Denn beim Feuerwerk verletzen sich in jedem Jahr viele Menschen.,1
Wenn Sie die Fahrzeugbriefmarke gegen eine Zulassungsniederschrift Teil 2 tauschen möchten.,0
Sie müssen uns bei der Beratung Ihren Ausweis oder Pass zeigen.,1
"Das bedeutet: Wenn ein Amt bestätigt werden soll, ist das Alter des Kindes bestimmend, nämlich die Herkunft des Kindes aus einer Ehe oder außerehelichen Beziehung.",0
Die Ausgaben für den alltäglichen Bedarf.,0
Dann vermeiden Sie den Kontakt zu diesen Personen.,1
Die eitrigen Stellen werden als Abszesse bezeichnet.,0
Die Anzeichen einer Endometriose sind unterschiedlich.,1
Steril bedeutet keimfrei.,0
Dann können Sie selbst viel erreichen: Rauchen Sie bitte nicht.,0
Sprechen Sie vorher mit einem medizinischen Fachmann.,0
Die alten Führerscheine behalten ihre Gültigkeit aufrechterhalt.,0
Der Tee kann eine angemessene Wärmequelle für Sie darstellen.,0
Das ist ein Register aller Wahlberechtigten in Deutschland.,0
Es gibt aber keine medizinischen Gründe gegen eine Impfung?,1
"Sie streben an, dass die Kirchengemeinde wieder eng mit der Zivilgesellschaft zusammenarbeitet.",0
Dafür eignet sich zum Beispiel Vaseline.,1
Vitamin D ist ein spezielles Vitamin.,0
Sie haben eine ausgeprägte Phobie in bestimmten Kontexten.,0
Meist bietet der Arbeitgeber den Mitarbeitern spezielle Schutzmasken an.,0
Ersthelfer sind bei einem Notfall oftmals unsicher in ihrer Reaktion.,0
Jetzt ist er 20 Jahre alt und beabsichtigt einen eigenständigen Lebensablauf aufzubauen.,0
Viren werden jedoch im Allgemeinen nur selten übertragen.,0
"Muskelschmerzen können durch das Anwendung von Pfefferminzöl gelindert werden, was Verspannungen in den Muskeln entgegenwirkt.",0
So können sie einen Rückfall vermeiden kann durch eine sorgfältige Planung und Umsetzung von Vorbeugemaßnahmen vermieden werden.,0
"Das sind 53.705 Fälle mehr als am Samstag vor einer Woche, als 135.461 Neuinfektionen gemeldet wurden.",1
Sie müssen eine Abschrift Ihres Kontostandesbeleges bereitstellen.,0
Die Viren vermehren sich im Körper.,1
"Neuropsychologische Studien weisen darauf hin, dass bestimmte Geräusche menschliche Emotionen beeinflussen können.",0
Sie haben zum Beispiel Fächer und Steine auf Häuser geworfen.,0
"Beispielsweise kann man bei Stress- oder Konfliktgefühlen bei seinem Partner oder Ehepartner eine offene Kommunikation suchen, um mögliche Missverständnisse zu klären und einen Weg zur Lösung gemeinsam zu finden.",0
Die Fotos wurden auf der Straße gemacht.,1
Infos zur Wohn-Geld-Stelle finden sich unter der Überschrift: Wo erhalte ich Unterstützung und Beratung?,0
In Sachsen existiert der Sächsische Städte- und Gemeindetag.,0
Zu diesen Krankheiten gehören zum Beispiel: Reflux-Krankheit.,1
"Wir ermutigen Sie, einen von unseren unterstützten Browsern wie Firefox, Microsoft Edge oder Google Chrome zu verwenden, um eine bessere Benutzererfahrung zu gewährleisten. Dieser Text informiert über den Thema Sprunggelenksbruch in einer lebendigen und verständlichen Weise.",0
"Er darf das tun, um eine Ehe-Urkunde zu bekommen.",1
Da haben Sie was angestellt.,1
Sprechen Sie bitte mit einem Ophthalmologen.,0
Dann machen Sie einen Druckverband.,1
Sie können sich bei Ihrer Bank helfen lassen.,1
Alle Menschen müssen am Freitag aus dem Gebiet raus-gehen: Damit sie nicht verletzt werden können.,1
Eine Frau wird medikamentös unterstützt.,0
"Ein Netzwerk ist ein Kollektiv oder eine Gemeinschaft von Personen, die sich auf gemeinsame Ziele und Aufgaben einstellen.",0
Das bedeutet: Im Jahr 2024 lag der Zuwachs von Asyl-Anträgen im Vergleich zum ersten Halbjahr 2025 erheblich höher.,0
Jetzt möchten die Menschen aus Europa austragen.,0
Sonst können sich die Menschen durch direkten Kontakt oder indirekte Übertragung mittels Trägermedien wie Niesen oder Schnupfen mit dem Coronavirus infizieren.,0
Eine Ursache eines Burn-outs kann bei dem Individuum selbst verortet sein.,0
Was macht der Behindertenbeauftragte der Bundesregierung?,1
Und sie haben genug gefressen.,1
"Wie das Organisationskomitee in Peking am Samstag mitteilte, wurden insgesamt 29 Ankömmlinge unmittelbar nach ihrer Ankunft am Flughafen auf das Virus positiv getestet, wobei bei 19 von ihnen sich um Athleten oder Teammitglieder handelt.",0
"Die Stadt und das urbanisierte Straßenleben eröffnen einen freien Blick auf die vielfältigen Inszenierungsvarianten, die die Beobachtung des öffentlichen Raums in Vergangenheit und Gegenwart ermöglichen.",0
Zu diesen Tagen können die Gäste zum Festival zugelassen werden am 22.,0
"Achtung: Immer wieder kann es erforderlich sein, eine höhere Summe zu entrichten!",0
Dieses Geld kommt aus Steuern.,1
"Nur 200 Händler haben das Recht, ihre Waren auf dem Zwiebelmarkt in Weimar auszustellen.",0
"Hier die Kritik: Die neue LP von Fever Ray, ""To the Moon and Back"", ist ein Meisterwerk des melancholischen Chorgesangs. Klanglich konzentriert sich der schwedische Produzent auf eine Synthie-Hülle, in der seine Stimme wie ein Gesang der Seele klingt.",0
Fragen Sie Ihren Arzt nach dem geeigneten Sport für Ihre Bedürfnisse.,0
Eine Thrombose stellt ein erhebliches Gesundheitsrisiko dar.,0
Über dieses Thema berichtet der MDR auch in schwerer Sprache: MDR AKTUELL RADIO | 11.,1
In der Corona-Krise tragen viele Menschen einen Mundschutz.,1
"Sie sollten die Lebensmittel sorgfältig vor dem Verzehr behandeln, indem Sie sie gründlich kochen, braten oder garen, und Ihre Hände nachher sorgfältig waschen.",0
Kinder unter 14 Jahren sind von dieser Anforderung ausgenommen.,0
Möchten Sie weitere Informationen über Weitsichtigkeit erfahren?,0
Durch die Behandlung wächst das Zahnfleisch wieder eng an den Zahn.,1
Hinweis: Alle Nebenwirkungen von Citalopram sind im Packungsbeipackungsinformation gemäß der Europäischen Arzneibuch-Verordnung (Eur. Pharm. Codex) aufgeführt.,0
Patienten können die Antikörper als Medikament bekommen.,1
Der Staat kann auch bei persönlichen Rentenplanungen unterstützen.,0
Achtung: In bestimmten Fällen kann ein höherer Betrag fällig sein.,0
Vor 2 Wochen ist die Vogel-Grippe aus-gebrochen.,1
Dort fand am Montag eine spezielle Initiative statt.,0
Besonders nachts beim Liegen sammelt sich der Schleim dann in der Lunge.,1
Sie müssen uns dazu nicht anrufen.,1
Teufelskralle kann zum Beispiel bei Arthrose und Verdauungsbeschwerden helfen.,1
Für den Jugend-Fischerei-Schein müssen Sie keine Prüfung machen.,1
Wie kann ich den Park-Ausweis verlängern?,1
Dann enthält der Magen zu viel Säure.,0
Dann könnte die betreffende Person sich das Virus übertragen.,0
"(Note: I've maintained the same length and conveyed the same information as the original sentence, while adjusting the wording to make it more natural and idiomatic.)",0
Es gibt verschiedene Stufen von vergrößerten Hämorriden: Stufe 1: Die Hämorriden sind vergrößert.,1
Dort steht drin: Die Menschen sind gegen das Corona-Virus ge-impft.,1
Nur so bekommen Sie einen inter-nationalen Führer-Schein.,1
Dort treffen erkrankte Personen andere Menschen mit Parkinson.,1
Das Gras muss entweder echt sein oder aus Plastik.,1
Über dieses Thema berichtet der MDR auch in schwerer Sprache: |MDR THÜRINGEN - Das Radio | Nachrichten | 09.,1
Dann sollten Sie die empfindliche Hautpartie meiden.,0
Das bedeutet: Einige Häuser hatten seit 6 Uhr keinen Strom.,1
Pressen Sie manchmal sehr stark beim Stuhlgang?,1
2021 14:00 Uhr 01:12 min Link des Audios Rechte: MITTELDEUTSCHER RUNDFUNK Vor 1 Jahr hat der Verkehrs-Betrieb von Jena der Firma gesagt: Dass sie 24 neue Straßen-Bahnen für Jena bauen soll.,1
Ihre Begleit-Person fährt kostenlos mit Bus und Bahn .,1
Und auch eine gute Arbeit haben.,1
"Die Menschen können den Strom aus dem Batterie-Speicher benutzen: • Wenn die Windräder keinen Strom machen, weil kein Wind weht.",1
Welches Amt ist zuständig für die Angebote? Das zuständige Amt ist für die Angebote verantwortlich.,0
"Die Aufsteckbürsten von Oral-B weisen ein professionelles Design auf, das individuell jede Zähne abdeckt.",0
"Auf der Geburturkunde werden folgende Angaben getätigt: Name und Geburtstag des Kindes, das Geburtsort und die Namensangabe seiner Eltern.",0
Existieren in Deutschland Armen.,0
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Die Polizei macht eine Razzia in Dresden wegen den Mord-Drohungen gegen Michael Kretschmer Hauptinhalt Stand: 15.,1
Sind die Meibom-Drüsen entzündet?,1
Wir beraten und unterstützen Sie gerne.,1
Dann sollten Sie keine Leistamin-Substitutionen vornehmen.,0
Apps können Ihnen bei der Familienplanung helfen.,1
"Neuer Abschnitt MDR Fernsehen Freitag, den 29. Oktober.",0
Sie möchten die Geburtstitelurkunde für die Rentenversicherung haben?,0
Dann sollten Sie unverzüglich die Notfallnummer anrufen.,0
Dann wird es oft auch dick.,1
"Und wir verfügenen noch über kein geeignetes Konzept, um die gesamte Dokumentation sicher und ordentlich zu archivieren.",0
Wenn es keinen Ausschließungs-Grund gibt.,1
Hier können Sie diese Nachricht auch in schwerer Sprache lesen Der Kurpark in Kalbe (Milde) ist vorerst komplett gesperrt.,1
MDR.DE Service Barrierefreiheit Nachrichten in leichter Sprache Neuer Bereich Ein Mann hat bei einer Mäuse-Jagd seine Garage ab-gebrannt Hauptinhalt Stand: 16.,1
In den Wechseljahren verändert sich das Zusammenspiel der Hormone im Körper einer Frau.,1
November 2007 erteilt wurde: Der Pass bleibt bis zum registrierten Fälligkeitsdatum in Kraft.,0
Ein Mann wollte viele Menschen in einer Synagoge töten.,1
In jeder Stadt soll zu verschiedenen Sachen mit Wasser-Stoff geforscht werden.,1
Die Anzeichen hängen in Abhängigkeit von der Körperstelle.,0
Mehr Informationen über Verbrennungen und Brandverletzungen können hier nachgelesen werden.,0
Jetzt wurde sie auch im Vogtland wiederentdeckt.,1
Dann sollten Sie jeglichen Kontakt zu diesen Personen meiden.,0
Ihr Arzt referiert zu potenziellen Impfmaßnahmen mit Ihnen.,0
Dann sollten Sie vorab stets einen Gesprächsauftrag an Ihren Arzt stellen.,0
Eine Erkrankung des Appendix vermiformis kann sich häufig schwierig von anderen Krankheitsbildern abgrenzen.,0
Mit Bestätigung für Ihre Vormerkung.,0
Diese Menschen bekommen dann Hilfe vom Staat.,1
Älteren Personen fehlt manchmal ein bestimmtes Eiweiß.,1
Anna betreut Sie gerne bei Fragen zu Ihrer Betreuung.,0
Zum Beispiel kann man mit einem Computer erlernen.,0
"Die 3 Männer heißen: • Jannis R., • Jonathan M.",1
Und Sie trinken gern Alkohol?,1
Und der Arzt untersucht Sie.,0
In unserer Gesellschaft wird das Geschlecht von Menschen meistens durch körperliche Merkmale determiniert.,0
"Oktober 2021, 18:09 Uhr In vielen Wäldern von Deutschland leben seit einigen Jahren wieder Wölfe.",1
"Wie entstehen Krampfadern? Entstehen Krampfadern durch eine langsame Stauung der Venen, die sich im Laufe der Zeit entwickeln kann. Normalerweise tritt diese Stauung aufgrund einer Verengung von Venen oder einer Schwachstellung ihrer Muskulatur auf.",0
Das heißt: Wenn nur die Mutter das Sorge-Recht hat.,1
In dem Schreiben wird ausgeführt: Wie viele Summen Sie auflasten sollten für die Leistungen des Ordnungsdienstes und des Verkehrsbetriebs.,0
Die Nebenwirkungen verschwinden nicht?,1
• Sie kooperiert mit anderen Gruppierungen.,0
Aber diese Regel finden viele Menschen nicht gut.,1
Dezember bietet 20 Veranstaltungen an.,0
Die neuesten Nachrichten von diesem Wochenrückblick berichten MDR AKTUELL auch in einer umfassenden Darstellung: MDR AKTUELL | Das Nachrichtenradio | 04.,0
Dieser Artikel wurde bereits 64.895-mal aufgerufen.,0
Die Milchfabrik ist bankrott.,0
Das hilft gegen die Ängste von Berührung und die Voreingenommenheit.,0
"Hier erfahren Sie, wo Ausstellungen sind.",1
Sie gehört zu den häufigsten Bauchoperationen.,1
Sondern dann mÃ¼ssen Sie diese Papiere abgeben: 1 Auszug aus dem Grund-Buch.,1
"Er hat ausgesprochen: Die Anzahl der Coronavirus-Erkrankten, die medizinische Versorgung in Kliniken benötigen, steigt stetig.",0
"Es existieren vielfältige Beispiele für gute Inklusions-Maßnahmen in anderen Ländern. Zum Beispiel zeichnen sich die USA durch eine Vielzahl von Programmen aus, wie das Americans with Disabilities Act (ADA) oder die Initiative ""No Stolen Dreams"" zur Förderung der Teilhabe behinderter Menschen.",0
Sie möchten noch mehr über Apps für die Familienplanung lesen?,1
Rufen Sie deshalb zunächst den Notruf an.,0
Die Luftbildtechnische Abwehr hat die Fliegerbombe entschärft.,0
Die Erklärung und Ihren Personal-Ausweis oder Ihren Pass geben Sie uns.,1
"Wir bitten Sie, einen von unseren unterstützten Browsern zu verwenden: Firefox, Microsoft Edge oder Google Chrome. Dieser Text informiert über den Thema Schlüsselbeinbruch und beantwortet die Frage, was ein Schlüsselbeinbruch ist.",0
Darauf stehen wichtige Informationen zum Auto.,1
Im Schloss Friedenstein in der Stadt Gotha sind fünf alter Gemälde gestohlen worden.,0
Ich habe gesiegt.,0
Vermeiden Sie den Kontakt mit Tieren.,1
Der Fersensporn bleibt unentdeckt.,1
So entsteht dann eine Beule in der Leiste.,1
Jetzt besitzt der Wanderweg die Auszeichnung für seine Bemühungen.,0
Eine Frau erlebt ihre Ovulation?,0
"Hinweis: Auch ohne Termin können Sie zu uns kommen, um den Antrag zu stellen.",1
Diese Stoffe repräsentieren zum Beispiel kondensierbare Gase oder Feinpartikel von spezifischen Werkstoffen.,0
"Aber nicht an Samstagen, Sonntagen und Feiertagen.",1
"Die Menschen haben die Proteste nicht bei der Polizei angemeldet, obwohl es vorgeschrieben ist, dass solche Veranstaltungen registriert werden sollten.",0
Kontakt Das ist unsere Adresse: Amt für Schulentwicklung Willy-Brandt-Platz 3 50679 Köln Öffnungs-Zeiten Montag 8 bis 16 Uhr Dienstag 8 bis 18 Uhr Donnerstag 8 bis 16 Uhr Freitag 8 bis 12 Uhr Sie können auch einen Termin machen.,1
"Januar 2022, 12:56 Uhr Karsten Hilse ist ein Politiker der Alternativen für Deutschland (AfD).",0
Die Autobahn war aufgrund von Unfällen und Reparaturarbeiten in Richtung Görlitz vollständig ausgesetzt.,0
Oder sie müssen vielleicht noch strenger werden.,1
Info: Sie brauchen vielleicht nur die halbe Menge des Wirkstoffs.,1
Für viele Unternehmen ist es schwierig Fach-Kräfte zu finden.,1
"Oktober 2025, 15:02 Uhr Das lange Wochenende beginnt.",0
Das betrifft sämtliche Menschen.,0
"Oktober 2021, Thema: Forderungen an die Bundesregierung (Alltagssprache)"" Herunterladen (PDF, 1MB, Datei ist barrierefrei⁄barrierearm) Berliner Erklärung vom 16.",1
Jeder Mensch kann in eine existenzielle Krisensituation getrieben werden.,0
